Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill
11,22.0,1.0,13.0,1.0,0,2,Kuching,Neueon Towers / Sujana Towers Ltd.,554,9.3,5152.200000000001
5,18.0,3.0,21.0,1.0,0,9,Kuching,L&T Transmission & Distribution,614,9.3,5710.200000000001
14,23.0,0.0,3.0,1.0,0,4,Muar,Neueon Towers / Sujana Towers Ltd.,274,8.2,2246.8
11,22.0,2.0,4.0,1.0,0,12,Shah Alam,NLC India,533,7.7,4104.1
21,22.0,0.0,8.0,1.0,0,10,Petaling Jaya,Kalpataru Power,393,9.1,3576.3
6,20.0,0.0,21.0,1.0,0,10,Kuantan,Guj Ind Power,381,8.9,3390.9
8,19.0,3.0,7.0,1.0,0,11,Seremban,Reliance Power,520,7.4,3848.0
14,22.0,2.0,6.0,12.0,0,11,Kuala Lumpur,JSW Energy Ltd.,568,8.7,4941.599999999999
19,22.0,1.0,7.0,12.0,0,12,Alor Setar,Reliance Power,587,7.9,4637.3
10,20.0,0.0,17.0,7.0,0,7,Seremban,Indowind Energy,379,7.4,2804.6
17,23.0,2.0,10.0,1.0,0,7,Batu Pahat,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,489,8.8,4303.200000000001
12,22.0,3.0,14.0,12.0,0,11,Subang Jaya,Orient Green,519,7.8,4048.2
12,22.0,1.0,17.0,1.0,0,8,Batu Pahat,NTPC Pvt. Ltd.,572,8.8,5033.6
9,21.0,1.0,10.0,1.0,0,2,Melaka,SJVN Ltd.,318,8.5,2703.0
13,22.0,1.0,8.0,12.0,0,6,Melaka,L&T Transmission & Distribution,632,8.5,5372.0
21,23.0,1.0,20.0,12.0,0,9,Subang Jaya,Reliance Energy,645,7.8,5031.0
14,22.0,0.0,3.0,1.0,0,3,Alor Setar,Jaiprakash Power,515,7.9,4068.5
19,22.0,0.0,15.0,1.0,0,11,Petaling Jaya,Torrent Power Ltd.,623,9.1,5669.3
11,23.0,2.0,13.0,1.0,0,10,Seremban,Torrent Power Ltd.,603,7.4,4462.2
8,19.0,2.0,3.0,1.0,0,8,Melaka,Adani Power Ltd.,462,8.5,3927.0
12,23.0,2.0,4.0,12.0,0,8,Kuala Lumpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",520,8.7,4524.0
16,23.0,1.0,13.0,12.0,0,7,Ipoh,NTPC Pvt. Ltd.,643,7.6,4886.8
23,23.0,1.0,12.0,1.0,0,11,Batu Pahat,NTPC Pvt. Ltd.,416,8.8,3660.8
9,18.0,3.0,22.0,7.0,0,4,Johor Bahru,Sterlite Power Transmission Ltd,544,8.1,4406.4
12,23.0,2.0,11.0,1.0,0,4,Kuala Lumpur,NHPC,542,8.7,4715.4
12,22.0,1.0,3.0,1.0,0,7,Kuching,Jaiprakash Power,372,9.3,3459.6000000000004
21,22.0,0.0,19.0,1.0,0,12,Petaling Jaya,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,706,9.1,6424.599999999999
17,22.0,3.0,7.0,1.0,0,6,Klang,Tata Power Company Ltd.,442,8.3,3668.6
14,23.0,2.0,8.0,1.0,0,2,Kuala Terengganu,Indowind Energy,470,9.2,4324.0
17,23.0,2.0,4.0,1.0,0,6,Kuala Lumpur,Guj Ind Power,431,8.7,3749.7
7,20.0,3.0,8.0,1.0,0,2,Subang Jaya,L&T Transmission & Distribution,340,7.8,2652.0
16,23.0,1.0,3.0,1.0,0,12,Muar,JSW Energy Ltd.,301,8.2,2468.2
11,22.0,2.0,3.0,1.0,0,4,Kuantan,Unitech Power Transmission Ltd.,540,8.9,4806.0
14,22.0,3.0,21.0,1.0,0,8,Shah Alam,Guj Ind Power,730,7.7,5621.0
22,22.0,1.0,22.0,1.0,0,1,Kuala Lumpur,NTPC Pvt. Ltd.,507,8.7,4410.9
23,22.0,1.0,21.0,1.0,0,8,Ipoh,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,719,7.6,5464.4
22,22.0,3.0,3.0,1.0,0,9,Muar,KEC International,552,8.2,4526.4
7,21.0,0.0,20.0,7.0,0,8,Seremban,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),581,7.4,4299.400000000001
22,23.0,2.0,5.0,12.0,0,12,Batu Pahat,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),679,8.8,5975.200000000001
7,19.0,3.0,6.0,1.0,0,5,Alor Setar,Unitech Power Transmission Ltd.,357,7.9,2820.3
23,22.0,3.0,11.0,1.0,0,2,Seremban,Power Grid Corp,400,7.4,2960.0
16,23.0,0.0,16.0,1.0,0,3,Klang,Optibelt Power Transmission India Private Limited,471,8.3,3909.3
22,22.0,2.0,12.0,1.0,0,3,Muar,Guj Ind Power,441,8.2,3616.2
5,22.0,1.0,10.0,7.0,0,5,Klang,JSW Energy Ltd.,588,8.3,4880.400000000001
7,18.0,1.0,13.0,1.0,0,11,Kuala Lumpur,GE T&D India Limited,474,8.7,4123.799999999999
12,22.0,3.0,21.0,1.0,0,7,Kuala Lumpur,Sunil Hitech Eng,579,8.7,5037.299999999999
23,23.0,1.0,15.0,1.0,0,11,Batu Pahat,GE T&D India Limited,637,8.8,5605.6
23,22.0,3.0,9.0,1.0,0,8,Kuantan,NLC India,626,8.9,5571.400000000001
16,22.0,0.0,17.0,1.0,0,1,Muar,Jyoti Structure,419,8.2,3435.8
18,23.0,0.0,4.0,1.0,0,3,Batu Pahat,Reliance Power,378,8.8,3326.4
8,18.0,0.0,11.0,1.0,0,2,Kuala Lumpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),296,8.7,2575.2
16,23.0,2.0,17.0,12.0,0,9,Kota Kinabalu,NLC India,745,8.4,6258.0
20,23.0,1.0,5.0,1.0,0,3,Petaling Jaya,Bonfiglioli Transmission Pvt. Ltd.,381,9.1,3467.1
13,23.0,0.0,19.0,12.0,0,2,Klang,Jaiprakash Power,437,8.3,3627.1
9,22.0,3.0,20.0,1.0,0,3,Kota Kinabalu,L&T Transmission & Distribution,526,8.4,4418.400000000001
10,22.0,2.0,12.0,1.0,0,8,Kota Kinabalu,NHPC,361,8.4,3032.4
12,23.0,0.0,13.0,1.0,0,5,Kuching,Bonfiglioli Transmission Pvt. Ltd.,507,9.3,4715.1
7,18.0,2.0,6.0,1.0,0,11,Ipoh,NTPC Pvt. Ltd.,317,7.6,2409.2
19,22.0,3.0,19.0,1.0,0,11,Kota Kinabalu,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",682,8.4,5728.8
13,23.0,2.0,22.0,1.0,0,2,Muar,NLC India,657,8.2,5387.4
7,22.0,3.0,21.0,1.0,0,3,Petaling Jaya,Kalpataru Power,721,9.1,6561.099999999999
17,23.0,1.0,8.0,1.0,0,4,Seremban,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,549,7.4,4062.6
12,22.0,1.0,11.0,1.0,0,11,Subang Jaya,CESC,445,7.8,3471.0
8,21.0,2.0,16.0,1.0,0,3,Melaka,JSW Energy Ltd.,471,8.5,4003.5
11,22.0,3.0,7.0,1.0,0,4,Kuantan,Jaiprakash Power,347,8.9,3088.3
14,22.0,2.0,4.0,1.0,0,2,Kuantan,CESC,274,8.9,2438.6
6,21.0,3.0,3.0,1.0,0,2,Shah Alam,Adani Power Ltd.,249,7.7,1917.3
19,23.0,2.0,15.0,1.0,0,1,Petaling Jaya,KEC International,694,9.1,6315.4
18,22.0,2.0,11.0,1.0,0,4,Subang Jaya,Jyoti Structure,570,7.8,4446.0
9,17.0,1.0,5.0,1.0,0,12,Kuantan,Guj Ind Power,441,8.9,3924.9
12,22.0,1.0,19.0,1.0,0,2,Muar,Jaiprakash Power,408,8.2,3345.6
8,23.0,3.0,4.0,1.0,0,2,Subang Jaya,Ringfeder Power Transmission India Pvt. Ltd.,418,7.8,3260.4
11,23.0,1.0,19.0,1.0,0,1,Shah Alam,Orient Green,441,7.7,3395.7000000000003
16,22.0,0.0,16.0,1.0,0,3,Kuching,NLC India,491,9.3,4566.3
10,21.0,0.0,12.0,1.0,0,2,Petaling Jaya,Sunil Hitech Eng,235,9.1,2138.5
12,22.0,0.0,16.0,1.0,0,8,Kuala Terengganu,NHPC,602,9.2,5538.4
7,18.0,3.0,8.0,1.0,0,4,Subang Jaya,GE T&D India Limited,526,7.8,4102.8
11,23.0,0.0,3.0,12.0,0,4,Melaka,KEC International,365,8.5,3102.5
6,22.0,2.0,16.0,1.0,0,8,Kuantan,Adani Power Ltd.,466,8.9,4147.400000000001
11,22.0,3.0,16.0,1.0,0,5,Muar,Reliance Power,481,8.2,3944.2
20,22.0,0.0,12.0,1.0,0,3,Johor Bahru,Ringfeder Power Transmission India Pvt. Ltd.,602,8.1,4876.2
22,23.0,2.0,10.0,1.0,0,7,Kuching,SJVN Ltd.,494,9.3,4594.200000000001
20,23.0,2.0,17.0,1.0,0,11,Alor Setar,NLC India,616,7.9,4866.400000000001
5,23.0,0.0,19.0,1.0,0,9,Alor Setar,CESC,339,7.9,2678.1
14,23.0,0.0,17.0,1.0,0,12,Kuantan,Sunil Hitech Eng,540,8.9,4806.0
6,19.0,2.0,13.0,1.0,0,9,Kuala Terengganu,NLC India,454,9.2,4176.799999999999
18,23.0,2.0,9.0,12.0,0,9,Kuala Lumpur,Guj Ind Power,730,8.7,6350.999999999999
19,23.0,1.0,5.0,1.0,0,8,Klang,TransRail Lighting,582,8.3,4830.6
10,19.0,0.0,13.0,1.0,0,3,Kuala Terengganu,NHPC,262,9.2,2410.4
13,23.0,1.0,22.0,1.0,0,9,Melaka,Kalpataru Power,691,8.5,5873.5
21,23.0,1.0,5.0,12.0,0,7,Kota Kinabalu,Indowind Energy,636,8.4,5342.400000000001
13,22.0,0.0,15.0,1.0,0,10,Batu Pahat,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",548,8.8,4822.400000000001
14,22.0,3.0,9.0,12.0,0,1,Johor Bahru,Jyoti Structure,750,8.1,6075.0
6,21.0,0.0,19.0,1.0,0,7,Alor Setar,Sterlite Power Transmission Ltd,407,7.9,3215.3
16,23.0,1.0,19.0,1.0,0,10,Kuantan,Adani Power Ltd.,697,8.9,6203.3
16,22.0,3.0,22.0,1.0,0,8,Kuching,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",794,9.3,7384.200000000001
18,23.0,1.0,16.0,1.0,0,6,Shah Alam,Reliance Power,570,7.7,4389.0
7,21.0,0.0,8.0,1.0,0,1,Batu Pahat,Torrent Power Ltd.,402,8.8,3537.6000000000004
8,17.0,0.0,5.0,1.0,0,2,Batu Pahat,NLC India,258,8.8,2270.4
16,22.0,1.0,14.0,1.0,0,5,Ipoh,Orient Green,419,7.6,3184.4
12,22.0,0.0,5.0,1.0,0,4,Ipoh,Ringfeder Power Transmission India Pvt. Ltd.,282,7.6,2143.2
15,22.0,2.0,18.0,12.0,0,6,Kota Kinabalu,Optibelt Power Transmission India Private Limited,604,8.4,5073.6
16,23.0,1.0,22.0,1.0,0,11,Muar,Jaiprakash Power,512,8.2,4198.4
23,22.0,1.0,14.0,1.0,0,3,Muar,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",603,8.2,4944.599999999999
14,22.0,2.0,22.0,1.0,0,7,Muar,Guj Ind Power,655,8.2,5370.999999999999
6,23.0,1.0,9.0,1.0,0,6,Johor Bahru,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),549,8.1,4446.9
17,22.0,0.0,12.0,1.0,0,11,Alor Setar,Guj Ind Power,414,7.9,3270.6000000000004
11,23.0,1.0,14.0,1.0,0,7,Johor Bahru,Neueon Towers / Sujana Towers Ltd.,637,8.1,5159.7
5,19.0,0.0,15.0,1.0,0,7,Muar,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,329,8.2,2697.8
8,22.0,2.0,14.0,1.0,0,10,Kuching,Indowind Energy,430,9.3,3999.000000000001
22,22.0,0.0,7.0,1.0,0,3,Melaka,NHPC,402,8.5,3417.0
21,23.0,1.0,21.0,1.0,0,7,Kota Kinabalu,Ringfeder Power Transmission India Pvt. Ltd.,760,8.4,6384.0
6,18.0,0.0,14.0,7.0,0,1,Kuala Terengganu,Unitech Power Transmission Ltd.,470,9.2,4324.0
5,17.0,1.0,6.0,1.0,0,10,Kota Kinabalu,Jyoti Structure,307,8.4,2578.8
21,23.0,3.0,20.0,1.0,0,8,Batu Pahat,Torrent Power Ltd.,805,8.8,7084.000000000001
23,23.0,1.0,19.0,12.0,0,1,Melaka,TransRail Lighting,757,8.5,6434.5
12,22.0,2.0,14.0,1.0,0,8,Klang,Jaiprakash Power,486,8.3,4033.8
5,18.0,3.0,6.0,1.0,0,12,Alor Setar,NTPC Pvt. Ltd.,294,7.9,2322.6
20,22.0,1.0,4.0,1.0,0,2,Ipoh,Guj Ind Power,267,7.6,2029.2
14,22.0,1.0,19.0,1.0,0,5,Petaling Jaya,NTPC Pvt. Ltd.,692,9.1,6297.2
13,22.0,1.0,14.0,1.0,0,9,Kota Kinabalu,Power Grid Corp,615,8.4,5166.0
15,23.0,1.0,3.0,1.0,0,10,Kuching,Neueon Towers / Sujana Towers Ltd.,477,9.3,4436.1
12,23.0,0.0,18.0,12.0,0,12,Klang,Ringfeder Power Transmission India Pvt. Ltd.,707,8.3,5868.1
11,23.0,1.0,21.0,1.0,0,2,Batu Pahat,Reliance Power,390,8.8,3432.0000000000005
8,19.0,2.0,4.0,7.0,0,9,Subang Jaya,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,425,7.8,3315.0
22,23.0,0.0,20.0,12.0,0,11,Batu Pahat,Power Grid Corp,644,8.8,5667.200000000001
10,19.0,3.0,9.0,1.0,0,7,Melaka,Ringfeder Power Transmission India Pvt. Ltd.,336,8.5,2856.0
19,23.0,3.0,8.0,12.0,0,11,Ipoh,SJVN Ltd.,632,7.6,4803.2
21,22.0,0.0,18.0,12.0,0,5,Shah Alam,NHPC,784,7.7,6036.8
13,23.0,0.0,4.0,12.0,0,7,Kuantan,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,557,8.9,4957.3
22,23.0,0.0,17.0,1.0,0,10,Muar,JSW Energy Ltd.,475,8.2,3895.0
15,23.0,2.0,17.0,1.0,0,10,Shah Alam,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,659,7.7,5074.3
16,23.0,3.0,3.0,1.0,0,12,Seremban,KEC International,614,7.4,4543.6
13,23.0,1.0,4.0,1.0,0,3,Melaka,Sunil Hitech Eng,461,8.5,3918.5
5,20.0,3.0,7.0,7.0,0,5,Ipoh,Orient Green,553,7.6,4202.8
9,19.0,0.0,20.0,1.0,0,5,Shah Alam,Tata Power Company Ltd.,468,7.7,3603.6
19,22.0,3.0,6.0,1.0,0,9,Shah Alam,Reliance Power,622,7.7,4789.400000000001
15,22.0,0.0,13.0,1.0,0,4,Melaka,NHPC,579,8.5,4921.5
22,23.0,2.0,9.0,1.0,0,12,Kuantan,SJVN Ltd.,501,8.9,4458.900000000001
9,21.0,2.0,22.0,1.0,0,12,Melaka,NLC India,684,8.5,5814.0
6,22.0,1.0,8.0,7.0,0,3,Alor Setar,Reliance Energy,358,7.9,2828.2000000000003
23,23.0,2.0,18.0,1.0,0,1,Batu Pahat,NHPC,541,8.8,4760.8
18,22.0,3.0,19.0,1.0,0,5,Johor Bahru,Sunil Hitech Eng,537,8.1,4349.7
23,23.0,3.0,13.0,1.0,0,12,Klang,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",542,8.3,4498.6
9,21.0,0.0,9.0,7.0,0,4,Johor Bahru,NLC India,318,8.1,2575.8
13,22.0,3.0,20.0,1.0,0,6,Kuantan,Power Grid Corp,497,8.9,4423.3
6,18.0,2.0,15.0,1.0,0,10,Muar,Adani Power Ltd.,519,8.2,4255.799999999999
20,23.0,2.0,17.0,12.0,0,7,Kuala Lumpur,SJVN Ltd.,683,8.7,5942.099999999999
5,18.0,0.0,11.0,1.0,0,7,Johor Bahru,NLC India,337,8.1,2729.7
21,22.0,0.0,4.0,1.0,0,2,Alor Setar,KEC International,462,7.9,3649.8
22,22.0,0.0,15.0,1.0,0,10,Kuala Lumpur,Tata Power Company Ltd.,460,8.7,4002.0
6,23.0,2.0,11.0,1.0,0,11,Ipoh,JSW Energy Ltd.,463,7.6,3518.8
9,21.0,2.0,10.0,1.0,0,4,Melaka,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",401,8.5,3408.5
23,23.0,2.0,21.0,12.0,0,7,Shah Alam,Sterlite Power Transmission Ltd,907,7.7,6983.900000000001
21,22.0,1.0,13.0,12.0,0,5,Kuala Lumpur,Torrent Power Ltd.,566,8.7,4924.2
17,22.0,1.0,9.0,1.0,0,7,Shah Alam,Unitech Power Transmission Ltd.,588,7.7,4527.6
15,22.0,2.0,8.0,1.0,0,6,Kuala Lumpur,L&T Transmission & Distribution,566,8.7,4924.2
12,22.0,1.0,14.0,12.0,0,12,Petaling Jaya,Orient Green,714,9.1,6497.4
16,23.0,2.0,20.0,1.0,0,1,Seremban,Orient Green,720,7.4,5328.0
18,23.0,2.0,4.0,1.0,0,4,Muar,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),523,8.2,4288.599999999999
19,22.0,3.0,7.0,1.0,0,11,Kota Kinabalu,GE T&D India Limited,493,8.4,4141.2
10,19.0,2.0,18.0,1.0,0,10,Kuantan,CESC,468,8.9,4165.2
14,23.0,2.0,18.0,12.0,0,4,Kuala Lumpur,CESC,702,8.7,6107.4
11,22.0,3.0,14.0,1.0,0,5,Johor Bahru,Sterlite Power Transmission Ltd,694,8.1,5621.4
20,22.0,1.0,10.0,1.0,0,11,Batu Pahat,NHPC,433,8.8,3810.4
8,22.0,1.0,22.0,1.0,0,5,Johor Bahru,Power Grid Corp,527,8.1,4268.7
13,22.0,3.0,17.0,1.0,0,10,Seremban,Jyoti Structure,641,7.4,4743.400000000001
18,22.0,0.0,15.0,1.0,0,6,Ipoh,SJVN Ltd.,527,7.6,4005.2
15,22.0,2.0,13.0,1.0,0,10,Kuching,Reliance Energy,512,9.3,4761.6
15,22.0,3.0,4.0,1.0,0,4,Seremban,Ringfeder Power Transmission India Pvt. Ltd.,533,7.4,3944.2
8,22.0,3.0,3.0,7.0,0,2,Kuantan,Sunil Hitech Eng,480,8.9,4272.0
6,22.0,0.0,17.0,1.0,0,8,Petaling Jaya,NLC India,469,9.1,4267.9
11,22.0,2.0,5.0,1.0,0,7,Petaling Jaya,Orient Green,477,9.1,4340.7
22,22.0,0.0,10.0,1.0,0,9,Batu Pahat,Neueon Towers / Sujana Towers Ltd.,582,8.8,5121.6
16,23.0,0.0,10.0,1.0,0,2,Kuala Lumpur,Reliance Energy,413,8.7,3593.1
8,22.0,3.0,11.0,1.0,0,6,Kota Kinabalu,NTPC Pvt. Ltd.,419,8.4,3519.6000000000004
14,23.0,0.0,16.0,12.0,0,4,Ipoh,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),473,7.6,3594.8
16,22.0,2.0,16.0,1.0,0,12,Kuala Lumpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),501,8.7,4358.7
15,22.0,3.0,17.0,1.0,0,7,Shah Alam,Ringfeder Power Transmission India Pvt. Ltd.,588,7.7,4527.6
18,23.0,0.0,15.0,1.0,0,5,Batu Pahat,Reliance Power,575,8.8,5060.0
14,23.0,3.0,3.0,12.0,0,1,Kuantan,NTPC Pvt. Ltd.,708,8.9,6301.2
8,23.0,3.0,21.0,1.0,0,2,Kuala Terengganu,Bonfiglioli Transmission Pvt. Ltd.,635,9.2,5842.0
13,23.0,3.0,3.0,1.0,0,10,Batu Pahat,Guj Ind Power,460,8.8,4048.000000000001
12,22.0,0.0,19.0,12.0,0,12,Kuching,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),543,9.3,5049.900000000001
15,23.0,1.0,17.0,1.0,0,5,Kuala Terengganu,Orient Green,446,9.2,4103.2
7,22.0,3.0,12.0,1.0,0,2,Kota Kinabalu,Adani Power Ltd.,531,8.4,4460.400000000001
9,22.0,0.0,22.0,1.0,0,10,Shah Alam,Indowind Energy,545,7.7,4196.5
23,22.0,3.0,7.0,1.0,0,3,Kuala Terengganu,Sterlite Power Transmission Ltd,590,9.2,5428.0
12,22.0,3.0,8.0,12.0,0,3,Petaling Jaya,NLC India,704,9.1,6406.4
17,22.0,3.0,3.0,1.0,0,5,Shah Alam,Jyoti Structure,540,7.7,4158.0
16,22.0,2.0,20.0,12.0,0,11,Subang Jaya,NHPC,717,7.8,5592.599999999999
6,19.0,0.0,7.0,1.0,0,3,Petaling Jaya,Torrent Power Ltd.,377,9.1,3430.7
17,23.0,1.0,13.0,1.0,0,1,Petaling Jaya,L&T Transmission & Distribution,477,9.1,4340.7
6,18.0,1.0,22.0,1.0,0,4,Batu Pahat,Neueon Towers / Sujana Towers Ltd.,570,8.8,5016.0
20,22.0,3.0,16.0,1.0,0,7,Batu Pahat,Guj Ind Power,537,8.8,4725.6
10,19.0,0.0,8.0,1.0,0,2,Kuantan,Adani Power Ltd.,436,8.9,3880.4
21,23.0,3.0,3.0,1.0,0,4,Subang Jaya,Unitech Power Transmission Ltd.,418,7.8,3260.4
23,23.0,1.0,18.0,1.0,0,11,Johor Bahru,SJVN Ltd.,618,8.1,5005.8
6,20.0,0.0,9.0,1.0,0,11,Petaling Jaya,KEC International,447,9.1,4067.7
15,23.0,1.0,11.0,1.0,0,3,Subang Jaya,L&T Transmission & Distribution,632,7.8,4929.599999999999
17,22.0,1.0,17.0,1.0,0,3,Kuching,Jaiprakash Power,528,9.3,4910.400000000001
10,21.0,2.0,19.0,1.0,0,2,Subang Jaya,SJVN Ltd.,367,7.8,2862.6
15,23.0,1.0,9.0,12.0,0,2,Batu Pahat,Reliance Energy,445,8.8,3916.000000000001
5,18.0,2.0,13.0,1.0,0,3,Shah Alam,Power Grid Corp,394,7.7,3033.8
21,23.0,0.0,8.0,1.0,0,7,Kuching,GE T&D India Limited,553,9.3,5142.900000000001
5,19.0,3.0,4.0,1.0,0,12,Kuala Lumpur,GE T&D India Limited,278,8.7,2418.6
9,18.0,2.0,6.0,1.0,0,8,Kuching,Sunil Hitech Eng,319,9.3,2966.7000000000003
20,22.0,2.0,15.0,1.0,0,3,Kuching,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,665,9.3,6184.500000000001
22,22.0,0.0,19.0,1.0,0,3,Subang Jaya,Reliance Energy,671,7.8,5233.8
18,23.0,0.0,17.0,1.0,0,7,Kuala Terengganu,Torrent Power Ltd.,654,9.2,6016.799999999999
14,22.0,0.0,8.0,1.0,0,2,Muar,Kalpataru Power,389,8.2,3189.8
16,23.0,2.0,20.0,12.0,0,1,Kuala Terengganu,GE T&D India Limited,793,9.2,7295.599999999999
18,22.0,1.0,13.0,12.0,0,2,Kuala Terengganu,Tata Power Company Ltd.,580,9.2,5336.0
14,23.0,0.0,18.0,1.0,0,11,Ipoh,GE T&D India Limited,503,7.6,3822.8
7,17.0,3.0,5.0,1.0,0,4,Alor Setar,Reliance Energy,391,7.9,3088.9
9,21.0,1.0,16.0,1.0,0,2,Shah Alam,Torrent Power Ltd.,436,7.7,3357.2000000000003
21,22.0,3.0,6.0,1.0,0,1,Johor Bahru,Unitech Power Transmission Ltd.,629,8.1,5094.9
11,22.0,3.0,15.0,1.0,0,12,Seremban,Kalpataru Power,462,7.4,3418.8
9,20.0,1.0,5.0,1.0,0,9,Subang Jaya,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),278,7.8,2168.4
5,23.0,2.0,7.0,1.0,0,1,Johor Bahru,L&T Transmission & Distribution,306,8.1,2478.6
21,22.0,2.0,5.0,1.0,0,10,Klang,Sunil Hitech Eng,433,8.3,3593.9
12,23.0,1.0,12.0,1.0,0,10,Johor Bahru,Power Grid Corp,528,8.1,4276.8
23,22.0,1.0,15.0,1.0,0,10,Klang,Indowind Energy,569,8.3,4722.700000000001
21,22.0,0.0,14.0,1.0,0,1,Muar,NTPC Pvt. Ltd.,396,8.2,3247.2
16,23.0,1.0,17.0,12.0,0,11,Batu Pahat,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",755,8.8,6644.000000000001
10,23.0,1.0,3.0,1.0,0,3,Kuala Terengganu,CESC,345,9.2,3173.9999999999995
19,22.0,1.0,8.0,1.0,0,12,Kuala Lumpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",553,8.7,4811.099999999999
11,23.0,0.0,3.0,1.0,0,5,Kuala Lumpur,Neueon Towers / Sujana Towers Ltd.,512,8.7,4454.4
5,23.0,1.0,14.0,1.0,0,11,Petaling Jaya,JSW Energy Ltd.,445,9.1,4049.5
9,19.0,2.0,15.0,1.0,0,10,Muar,Indowind Energy,591,8.2,4846.2
9,17.0,3.0,8.0,1.0,0,11,Kuching,Guj Ind Power,399,9.3,3710.7
7,18.0,1.0,11.0,1.0,0,1,Kota Kinabalu,Neueon Towers / Sujana Towers Ltd.,411,8.4,3452.4
19,22.0,3.0,12.0,1.0,0,6,Kuching,Orient Green,661,9.3,6147.3
13,23.0,1.0,17.0,1.0,0,4,Seremban,Reliance Energy,613,7.4,4536.2
21,22.0,2.0,14.0,1.0,0,12,Kuching,Torrent Power Ltd.,562,9.3,5226.6
14,22.0,3.0,8.0,12.0,0,4,Subang Jaya,Adani Power Ltd.,459,7.8,3580.2
21,22.0,1.0,13.0,12.0,0,11,Subang Jaya,TransRail Lighting,691,7.8,5389.8
14,22.0,2.0,21.0,1.0,0,8,Kuching,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",517,9.3,4808.1
7,22.0,0.0,5.0,7.0,0,9,Kuala Terengganu,Jyoti Structure,366,9.2,3367.2
9,17.0,2.0,18.0,1.0,0,9,Seremban,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",541,7.4,4003.4
5,21.0,3.0,10.0,1.0,0,9,Subang Jaya,GE T&D India Limited,333,7.8,2597.4
23,23.0,3.0,3.0,1.0,0,9,Kota Kinabalu,Indowind Energy,392,8.4,3292.8
18,22.0,2.0,14.0,12.0,0,9,Kuching,JSW Energy Ltd.,654,9.3,6082.200000000001
19,23.0,2.0,12.0,12.0,0,5,Subang Jaya,Reliance Power,577,7.8,4500.599999999999
11,22.0,2.0,19.0,1.0,0,1,Kuching,Indowind Energy,683,9.3,6351.900000000001
10,18.0,3.0,6.0,1.0,0,3,Kuching,Torrent Power Ltd.,404,9.3,3757.2
21,23.0,3.0,14.0,12.0,0,12,Kuala Terengganu,Guj Ind Power,802,9.2,7378.4
11,23.0,3.0,13.0,1.0,0,6,Kuala Lumpur,L&T Transmission & Distribution,559,8.7,4863.299999999999
12,23.0,0.0,7.0,1.0,0,1,Ipoh,GE T&D India Limited,439,7.6,3336.4
7,21.0,3.0,17.0,1.0,0,1,Shah Alam,Adani Power Ltd.,574,7.7,4419.8
7,19.0,3.0,4.0,1.0,0,8,Subang Jaya,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,521,7.8,4063.8
18,23.0,0.0,4.0,1.0,0,1,Petaling Jaya,Jyoti Structure,559,9.1,5086.9
23,23.0,3.0,9.0,1.0,0,2,Shah Alam,CESC,634,7.7,4881.8
9,18.0,0.0,17.0,1.0,0,5,Kuala Terengganu,Unitech Power Transmission Ltd.,524,9.2,4820.799999999999
9,17.0,3.0,22.0,1.0,0,10,Kota Kinabalu,JSW Energy Ltd.,465,8.4,3906.0
20,22.0,0.0,19.0,1.0,0,9,Muar,NHPC,524,8.2,4296.799999999999
12,23.0,1.0,14.0,12.0,0,6,Seremban,Torrent Power Ltd.,652,7.4,4824.8
7,21.0,1.0,16.0,1.0,0,2,Shah Alam,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),541,7.7,4165.7
